48.0	44.25
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'2101207U1'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
607,3350219726562;	148,0;	0,0;	0,0
607,4614868164062;	152,25;	0,0;	0,0
607,5878295898438;	146,5;	0,0;	0,0
607,7142944335938;	151,25;	0,0;	0,0
607,8406982421875;	141,0;	0,0;	0,0
607,967041015625;	148,0;	0,0;	0,0
608,0933837890625;	142,5;	0,0;	0,0
608,2197265625;	162,75;	0,0;	0,0
608,3460083007812;	145,0;	0,0;	0,0
608,4723510742188;	146,5;	0,0;	0,0
608,5986328125;	143,5;	0,0;	0,0
608,7249755859375;	157,75;	0,0;	0,0
608,8511352539062;	154,75;	0,0;	0,0
608,9774169921875;	145,0;	0,0;	0,0
609,1036376953125;	144,75;	0,0;	0,0
609,2297973632812;	150,75;	0,0;	0,0
609,3560180664062;	298,25;	0,0;	0,0
609,4822387695312;	315,25;	0,0;	0,0
609,6083374023438;	331,0;	0,0;	0,0
609,7344970703125;	360,25;	0,0;	0,0
609,8606567382812;	395,25;	0,0;	0,0
609,9866943359375;	444,0;	0,0;	0,0
610,11279296875;	620,5;	0,0;	0,0
610,2388916015625;	1354,0;	0,0;	0,0
610,3649291992188;	4267,0;	0,0;	0,0
610,490966796875;	2482,5;	0,0;	0,0
610,6170043945312;	603,5;	0,0;	0,0
610,7430419921875;	429,25;	0,0;	0,0
610,8689575195312;	353,0;	0,0;	0,0
610,9949340820312;	362,0;	0,0;	0,0
611,1209106445312;	304,75;	0,0;	0,0
611,246826171875;	309,75;	0,0;	0,0
611,3727416992188;	307,5;	0,0;	0,0
611,4987182617188;	279,0;	0,0;	0,0
611,6245727539062;	284,5;	0,0;	0,0
611,7504272460938;	285,25;	0,0;	0,0
611,8762817382812;	284,75;	0,0;	0,0
612,0020751953125;	282,75;	0,0;	0,0
612,1279296875;	328,5;	0,0;	0,0
612,2537231445312;	506,25;	0,0;	0,0
612,3794555664062;	344,0;	0,0;	0,0
612,5052490234375;	292,75;	0,0;	0,0
612,6310424804688;	277,75;	0,0;	0,0
612,7567749023438;	269,75;	0,0;	0,0
612,8824462890625;	285,0;	0,0;	0,0
613,0081787109375;	275,5;	0,0;	0,0
613,1339111328125;	274,75;	0,0;	0,0
613,259521484375;	276,75;	0,0;	0,0
613,3851928710938;	285,25;	0,0;	0,0
613,5108642578125;	260,5;	0,0;	0,0
613,6364135742188;	262,25;	0,0;	0,0
613,7620849609375;	277,25;	0,0;	0,0
613,8876953125;	272,25;	0,0;	0,0
614,01318359375;	268,0;	0,0;	0,0
614,1387939453125;	272,25;	0,0;	0,0
614,2643432617188;	298,0;	0,0;	0,0
614,3897705078125;	264,5;	0,0;	0,0
614,5152587890625;	284,0;	0,0;	0,0
614,6408081054688;	266,0;	0,0;	0,0
614,7662963867188;	283,5;	0,0;	0,0
614,8917236328125;	270,0;	0,0;	0,0
615,0171508789062;	267,25;	0,0;	0,0
615,142578125;	268,0;	0,0;	0,0
615,2679443359375;	263,5;	0,0;	0,0
615,3933715820312;	272,25;	0,0;	0,0
615,5187377929688;	286,0;	0,0;	0,0
615,6441040039062;	270,0;	0,0;	0,0
615,7693481445312;	279,5;	0,0;	0,0
615,8947143554688;	299,75;	0,0;	0,0
616,0199584960938;	308,0;	0,0;	0,0
616,145263671875;	419,0;	0,0;	0,0
616,2705688476562;	673,5;	0,0;	0,0
616,3958129882812;	387,25;	0,0;	0,0
616,5210571289062;	295,75;	0,0;	0,0
616,6463012695312;	295,0;	0,0;	0,0
616,771484375;	289,5;	0,0;	0,0
616,8966064453125;	333,75;	0,0;	0,0
617,0217895507812;	337,5;	0,0;	0,0
617,14697265625;	286,25;	0,0;	0,0
617,2720947265625;	280,5;	0,0;	0,0
617,397216796875;	282,75;	0,0;	0,0
617,5222778320312;	276,75;	0,0;	0,0
617,6473388671875;	277,75;	0,0;	0,0
617,7723999023438;	283,5;	0,0;	0,0
617,8975219726562;	270,25;	0,0;	0,0
618,0225219726562;	278,25;	0,0;	0,0
618,1475219726562;	265,75;	0,0;	0,0
618,2725219726562;	272,75;	0,0;	0,0
