10.5	0.75
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'2101207U1'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
607,3350219726562;	145,0;	0,0;	0,0
607,4614868164062;	150,75;	0,0;	0,0
607,5878295898438;	144,0;	0,0;	0,0
607,7142944335938;	149,0;	0,0;	0,0
607,8406982421875;	146,25;	0,0;	0,0
607,967041015625;	142,0;	0,0;	0,0
608,0933837890625;	144,25;	0,0;	0,0
608,2197265625;	154,5;	0,0;	0,0
608,3460083007812;	140,5;	0,0;	0,0
608,4723510742188;	150,0;	0,0;	0,0
608,5986328125;	154,0;	0,0;	0,0
608,7249755859375;	151,0;	0,0;	0,0
608,8511352539062;	150,75;	0,0;	0,0
608,9774169921875;	149,25;	0,0;	0,0
609,1036376953125;	144,0;	0,0;	0,0
609,2297973632812;	141,5;	0,0;	0,0
609,3560180664062;	195,0;	0,0;	0,0
609,4822387695312;	205,75;	0,0;	0,0
609,6083374023438;	198,0;	0,0;	0,0
609,7344970703125;	206,5;	0,0;	0,0
609,8606567382812;	219,75;	0,0;	0,0
609,9866943359375;	212,5;	0,0;	0,0
610,11279296875;	202,75;	0,0;	0,0
610,2388916015625;	209,0;	0,0;	0,0
610,3649291992188;	215,25;	0,0;	0,0
610,490966796875;	213,75;	0,0;	0,0
610,6170043945312;	206,25;	0,0;	0,0
610,7430419921875;	223,75;	0,0;	0,0
610,8689575195312;	195,5;	0,0;	0,0
610,9949340820312;	226,0;	0,0;	0,0
611,1209106445312;	209,25;	0,0;	0,0
611,246826171875;	218,5;	0,0;	0,0
611,3727416992188;	209,25;	0,0;	0,0
611,4987182617188;	210,25;	0,0;	0,0
611,6245727539062;	203,0;	0,0;	0,0
611,7504272460938;	197,5;	0,0;	0,0
611,8762817382812;	194,75;	0,0;	0,0
612,0020751953125;	200,5;	0,0;	0,0
612,1279296875;	217,5;	0,0;	0,0
612,2537231445312;	199,0;	0,0;	0,0
