39.75	36.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'2101207U1'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
607,3350219726562;	153,0;	0,0;	0,0
607,4614868164062;	157,75;	0,0;	0,0
607,5878295898438;	143,75;	0,0;	0,0
607,7142944335938;	147,0;	0,0;	0,0
607,8406982421875;	141,75;	0,0;	0,0
607,967041015625;	138,0;	0,0;	0,0
608,0933837890625;	147,75;	0,0;	0,0
608,2197265625;	158,75;	0,0;	0,0
608,3460083007812;	158,5;	0,0;	0,0
608,4723510742188;	146,25;	0,0;	0,0
608,5986328125;	142,0;	0,0;	0,0
608,7249755859375;	152,75;	0,0;	0,0
608,8511352539062;	151,25;	0,0;	0,0
608,9774169921875;	154,25;	0,0;	0,0
609,1036376953125;	149,0;	0,0;	0,0
609,2297973632812;	153,0;	0,0;	0,0
609,3560180664062;	275,75;	0,0;	0,0
609,4822387695312;	295,0;	0,0;	0,0
609,6083374023438;	309,5;	0,0;	0,0
609,7344970703125;	341,5;	0,0;	0,0
609,8606567382812;	362,5;	0,0;	0,0
609,9866943359375;	393,75;	0,0;	0,0
610,11279296875;	514,0;	0,0;	0,0
610,2388916015625;	1055,25;	0,0;	0,0
610,3649291992188;	3578,75;	0,0;	0,0
610,490966796875;	2069,75;	0,0;	0,0
610,6170043945312;	502,75;	0,0;	0,0
610,7430419921875;	388,0;	0,0;	0,0
610,8689575195312;	340,0;	0,0;	0,0
610,9949340820312;	347,75;	0,0;	0,0
611,1209106445312;	303,25;	0,0;	0,0
611,246826171875;	314,25;	0,0;	0,0
611,3727416992188;	300,0;	0,0;	0,0
611,4987182617188;	294,5;	0,0;	0,0
611,6245727539062;	291,75;	0,0;	0,0
611,7504272460938;	281,5;	0,0;	0,0
611,8762817382812;	288,0;	0,0;	0,0
612,0020751953125;	297,5;	0,0;	0,0
