39.0	21.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'2101207U1'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
607,3350219726562;	153,0;	0,0;	0,0
607,4614868164062;	156,5;	0,0;	0,0
607,5878295898438;	148,25;	0,0;	0,0
607,7142944335938;	160,25;	0,0;	0,0
607,8406982421875;	150,25;	0,0;	0,0
607,967041015625;	150,0;	0,0;	0,0
608,0933837890625;	148,75;	0,0;	0,0
608,2197265625;	158,0;	0,0;	0,0
608,3460083007812;	148,5;	0,0;	0,0
608,4723510742188;	152,0;	0,0;	0,0
608,5986328125;	146,5;	0,0;	0,0
608,7249755859375;	145,75;	0,0;	0,0
608,8511352539062;	150,5;	0,0;	0,0
608,9774169921875;	146,25;	0,0;	0,0
609,1036376953125;	150,5;	0,0;	0,0
609,2297973632812;	160,25;	0,0;	0,0
609,3560180664062;	275,75;	0,0;	0,0
609,4822387695312;	287,75;	0,0;	0,0
609,6083374023438;	310,5;	0,0;	0,0
609,7344970703125;	321,75;	0,0;	0,0
609,8606567382812;	364,0;	0,0;	0,0
609,9866943359375;	405,25;	0,0;	0,0
610,11279296875;	533,25;	0,0;	0,0
610,2388916015625;	1109,75;	0,0;	0,0
610,3649291992188;	3626,25;	0,0;	0,0
610,490966796875;	2034,5;	0,0;	0,0
610,6170043945312;	509,0;	0,0;	0,0
610,7430419921875;	387,5;	0,0;	0,0
610,8689575195312;	321,25;	0,0;	0,0
610,9949340820312;	351,5;	0,0;	0,0
611,1209106445312;	299,25;	0,0;	0,0
611,246826171875;	295,0;	0,0;	0,0
611,3727416992188;	281,25;	0,0;	0,0
611,4987182617188;	284,5;	0,0;	0,0
611,6245727539062;	272,25;	0,0;	0,0
611,7504272460938;	279,0;	0,0;	0,0
611,8762817382812;	273,5;	0,0;	0,0
612,0020751953125;	285,0;	0,0;	0,0
612,1279296875;	334,25;	0,0;	0,0
612,2537231445312;	524,5;	0,0;	0,0
612,3794555664062;	351,0;	0,0;	0,0
612,5052490234375;	286,75;	0,0;	0,0
612,6310424804688;	281,0;	0,0;	0,0
612,7567749023438;	264,0;	0,0;	0,0
612,8824462890625;	280,25;	0,0;	0,0
613,0081787109375;	275,0;	0,0;	0,0
613,1339111328125;	275,75;	0,0;	0,0
613,259521484375;	257,0;	0,0;	0,0
613,3851928710938;	275,0;	0,0;	0,0
613,5108642578125;	268,0;	0,0;	0,0
613,6364135742188;	271,0;	0,0;	0,0
613,7620849609375;	279,25;	0,0;	0,0
613,8876953125;	276,0;	0,0;	0,0
614,01318359375;	284,5;	0,0;	0,0
614,1387939453125;	275,0;	0,0;	0,0
614,2643432617188;	288,0;	0,0;	0,0
614,3897705078125;	270,5;	0,0;	0,0
614,5152587890625;	277,5;	0,0;	0,0
614,6408081054688;	251,75;	0,0;	0,0
614,7662963867188;	274,5;	0,0;	0,0
614,8917236328125;	275,5;	0,0;	0,0
615,0171508789062;	265,75;	0,0;	0,0
615,142578125;	268,75;	0,0;	0,0
615,2679443359375;	281,25;	0,0;	0,0
615,3933715820312;	267,25;	0,0;	0,0
615,5187377929688;	290,75;	0,0;	0,0
615,6441040039062;	274,25;	0,0;	0,0
615,7693481445312;	281,75;	0,0;	0,0
615,8947143554688;	290,0;	0,0;	0,0
616,0199584960938;	294,5;	0,0;	0,0
616,145263671875;	412,75;	0,0;	0,0
616,2705688476562;	720,0;	0,0;	0,0
616,3958129882812;	386,75;	0,0;	0,0
616,5210571289062;	304,5;	0,0;	0,0
616,6463012695312;	304,75;	0,0;	0,0
616,771484375;	284,25;	0,0;	0,0
616,8966064453125;	332,5;	0,0;	0,0
617,0217895507812;	347,75;	0,0;	0,0
617,14697265625;	291,75;	0,0;	0,0
617,2720947265625;	280,25;	0,0;	0,0
617,397216796875;	277,0;	0,0;	0,0
617,5222778320312;	274,75;	0,0;	0,0
617,6473388671875;	278,75;	0,0;	0,0
617,7723999023438;	284,75;	0,0;	0,0
617,8975219726562;	289,5;	0,0;	0,0
618,0225219726562;	283,0;	0,0;	0,0
618,1475219726562;	283,25;	0,0;	0,0
618,2725219726562;	271,75;	0,0;	0,0
618,3974609375;	259,75;	0,0;	0,0
618,5224609375;	277,25;	0,0;	0,0
618,6473999023438;	279,0;	0,0;	0,0
618,7723999023438;	272,0;	0,0;	0,0
618,897216796875;	263,75;	0,0;	0,0
619,0221557617188;	269,75;	0,0;	0,0
619,1470336914062;	277,5;	0,0;	0,0
619,2718505859375;	270,5;	0,0;	0,0
619,3966674804688;	252,0;	0,0;	0,0
619,5215454101562;	257,25;	0,0;	0,0
619,6463623046875;	258,75;	0,0;	0,0
619,7711791992188;	259,75;	0,0;	0,0
619,8959350585938;	250,25;	0,0;	0,0
620,0206298828125;	260,0;	0,0;	0,0
620,1454467773438;	272,0;	0,0;	0,0
620,2702026367188;	262,75;	0,0;	0,0
620,394775390625;	264,25;	0,0;	0,0
620,51953125;	264,0;	0,0;	0,0
620,6442260742188;	268,5;	0,0;	0,0
620,7688598632812;	266,0;	0,0;	0,0
620,8934936523438;	252,25;	0,0;	0,0
621,0181274414062;	263,5;	0,0;	0,0
621,1427612304688;	262,0;	0,0;	0,0
621,2672729492188;	274,75;	0,0;	0,0
621,3919067382812;	279,0;	0,0;	0,0
621,5164794921875;	261,0;	0,0;	0,0
621,6409301757812;	259,25;	0,0;	0,0
621,7655029296875;	246,0;	0,0;	0,0
621,8900756835938;	255,25;	0,0;	0,0
622,0144653320312;	244,5;	0,0;	0,0
622,1389770507812;	247,0;	0,0;	0,0
622,2634887695312;	252,0;	0,0;	0,0
622,3878173828125;	251,5;	0,0;	0,0
622,5122680664062;	265,0;	0,0;	0,0
622,6366577148438;	256,75;	0,0;	0,0
622,7611083984375;	248,0;	0,0;	0,0
622,8854370117188;	242,0;	0,0;	0,0
623,009765625;	264,25;	0,0;	0,0
623,1341552734375;	257,5;	0,0;	0,0
623,2584228515625;	262,75;	0,0;	0,0
623,3827514648438;	265,5;	0,0;	0,0
623,507080078125;	262,5;	0,0;	0,0
623,6312866210938;	279,5;	0,0;	0,0
623,7555541992188;	240,75;	0,0;	0,0
623,8797607421875;	257,75;	0,0;	0,0
624,0039672851562;	246,25;	0,0;	0,0
624,128173828125;	256,25;	0,0;	0,0
624,2523803710938;	254,75;	0,0;	0,0
624,37646484375;	249,25;	0,0;	0,0
624,5006713867188;	262,75;	0,0;	0,0
624,624755859375;	277,5;	0,0;	0,0
624,7489624023438;	238,0;	0,0;	0,0
624,8729858398438;	258,75;	0,0;	0,0
624,9970703125;	260,5;	0,0;	0,0
625,1211547851562;	258,75;	0,0;	0,0
625,2451782226562;	270,75;	0,0;	0,0
625,3692016601562;	262,0;	0,0;	0,0
625,4932861328125;	259,25;	0,0;	0,0
625,6171875;	272,75;	0,0;	0,0
625,7412109375;	258,25;	0,0;	0,0
625,8651733398438;	271,25;	0,0;	0,0
625,9890747070312;	270,0;	0,0;	0,0
626,113037109375;	261,0;	0,0;	0,0
