3.0	12.0
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'2101207U1'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
607,3350219726562;	144,5;	0,0;	0,0
607,4614868164062;	154,25;	0,0;	0,0
607,5878295898438;	145,25;	0,0;	0,0
607,7142944335938;	156,0;	0,0;	0,0
607,8406982421875;	148,25;	0,0;	0,0
607,967041015625;	142,75;	0,0;	0,0
608,0933837890625;	155,5;	0,0;	0,0
608,2197265625;	153,0;	0,0;	0,0
608,3460083007812;	146,5;	0,0;	0,0
608,4723510742188;	149,0;	0,0;	0,0
608,5986328125;	142,75;	0,0;	0,0
608,7249755859375;	153,25;	0,0;	0,0
608,8511352539062;	153,5;	0,0;	0,0
608,9774169921875;	150,25;	0,0;	0,0
609,1036376953125;	147,5;	0,0;	0,0
609,2297973632812;	151,25;	0,0;	0,0
609,3560180664062;	232,5;	0,0;	0,0
609,4822387695312;	235,25;	0,0;	0,0
609,6083374023438;	245,5;	0,0;	0,0
609,7344970703125;	257,25;	0,0;	0,0
609,8606567382812;	287,5;	0,0;	0,0
609,9866943359375;	315,75;	0,0;	0,0
610,11279296875;	345,5;	0,0;	0,0
610,2388916015625;	612,75;	0,0;	0,0
610,3649291992188;	1683,0;	0,0;	0,0
610,490966796875;	1000,25;	0,0;	0,0
610,6170043945312;	325,75;	0,0;	0,0
610,7430419921875;	303,25;	0,0;	0,0
610,8689575195312;	272,25;	0,0;	0,0
610,9949340820312;	282,5;	0,0;	0,0
611,1209106445312;	247,5;	0,0;	0,0
611,246826171875;	240,25;	0,0;	0,0
611,3727416992188;	241,0;	0,0;	0,0
611,4987182617188;	222,0;	0,0;	0,0
611,6245727539062;	232,25;	0,0;	0,0
611,7504272460938;	227,25;	0,0;	0,0
611,8762817382812;	230,0;	0,0;	0,0
612,0020751953125;	237,0;	0,0;	0,0
612,1279296875;	258,0;	0,0;	0,0
612,2537231445312;	301,0;	0,0;	0,0
612,3794555664062;	255,0;	0,0;	0,0
612,5052490234375;	248,0;	0,0;	0,0
612,6310424804688;	226,0;	0,0;	0,0
612,7567749023438;	212,5;	0,0;	0,0
612,8824462890625;	236,0;	0,0;	0,0
613,0081787109375;	245,5;	0,0;	0,0
613,1339111328125;	232,0;	0,0;	0,0
613,259521484375;	229,0;	0,0;	0,0
613,3851928710938;	234,75;	0,0;	0,0
613,5108642578125;	226,5;	0,0;	0,0
613,6364135742188;	219,75;	0,0;	0,0
613,7620849609375;	234,5;	0,0;	0,0
