39.0	12.75
Integration time [ms]:	1.05
Averaging Nr. [scans]:1
Smoothing Nr. [pixels]:0
Data measured with spectrometer [name]:b'2101207U1'
Wave	;Sample	;Dark	;Reference	;Scope	
[nm]	;[counts]	;[counts]	;[counts]	
 
607,3350219726562;	157,75;	0,0;	0,0
607,4614868164062;	154,5;	0,0;	0,0
607,5878295898438;	158,75;	0,0;	0,0
607,7142944335938;	152,0;	0,0;	0,0
607,8406982421875;	150,0;	0,0;	0,0
607,967041015625;	141,75;	0,0;	0,0
608,0933837890625;	149,25;	0,0;	0,0
608,2197265625;	161,25;	0,0;	0,0
608,3460083007812;	153,0;	0,0;	0,0
608,4723510742188;	148,5;	0,0;	0,0
608,5986328125;	150,75;	0,0;	0,0
608,7249755859375;	153,5;	0,0;	0,0
608,8511352539062;	155,0;	0,0;	0,0
608,9774169921875;	149,0;	0,0;	0,0
609,1036376953125;	140,75;	0,0;	0,0
609,2297973632812;	151,75;	0,0;	0,0
609,3560180664062;	230,75;	0,0;	0,0
609,4822387695312;	247,5;	0,0;	0,0
609,6083374023438;	265,5;	0,0;	0,0
609,7344970703125;	273,75;	0,0;	0,0
609,8606567382812;	309,25;	0,0;	0,0
609,9866943359375;	334,75;	0,0;	0,0
610,11279296875;	438,75;	0,0;	0,0
610,2388916015625;	790,25;	0,0;	0,0
610,3649291992188;	2037,25;	0,0;	0,0
610,490966796875;	1188,0;	0,0;	0,0
610,6170043945312;	418,25;	0,0;	0,0
610,7430419921875;	325,75;	0,0;	0,0
610,8689575195312;	276,5;	0,0;	0,0
610,9949340820312;	283,5;	0,0;	0,0
611,1209106445312;	242,0;	0,0;	0,0
611,246826171875;	250,0;	0,0;	0,0
611,3727416992188;	247,25;	0,0;	0,0
611,4987182617188;	232,25;	0,0;	0,0
611,6245727539062;	236,25;	0,0;	0,0
611,7504272460938;	229,0;	0,0;	0,0
611,8762817382812;	231,5;	0,0;	0,0
612,0020751953125;	235,0;	0,0;	0,0
612,1279296875;	240,0;	0,0;	0,0
